Stats	p_val_adj	Cluster	Marker
0.252334459	8.06E-105	8: T1 cytokine effector	HNRNPUL1
0.295942831	6.62E-100	8: T1 cytokine effector	FLNA
0.272493021	4.27E-95	8: T1 cytokine effector	RBL2
0.316545654	1.29E-84	8: T1 cytokine effector	CXCR3
0.266381595	1.17E-81	8: T1 cytokine effector	ALOX5AP
0.316624346	6.67E-77	8: T1 cytokine effector	MT2A
2.549831443	0.00E+00	9:Cycling T	STMN1
2.164432725	0.00E+00	9:Cycling T	TUBA1B
1.955792761	0.00E+00	9:Cycling T	HMGB2
1.923488923	0.00E+00	9:Cycling T	TYMS
1.820939478	0.00E+00	9:Cycling T	TUBB
1.718727703	0.00E+00	9:Cycling T	HMGN2
1.663303842	0.00E+00	9:Cycling T	UBE2C
1.561314425	0.00E+00	9:Cycling T	MKI67
1.390170783	0.00E+00	9:Cycling T	H2AFZ
1.375166015	0.00E+00	9:Cycling T	GNLY
1.308770509	0.00E+00	9:Cycling T	NUSAP1
1.299088752	0.00E+00	9:Cycling T	CENPF
1.298483045	0.00E+00	9:Cycling T	TOP2A
1.289315746	0.00E+00	9:Cycling T	PCLAF
1.2393204	0.00E+00	9:Cycling T	FABP5
1.23476714	0.00E+00	9:Cycling T	GZMB
1.209907003	0.00E+00	9:Cycling T	HMGB1
1.205090796	0.00E+00	9:Cycling T	RRM2
1.146358751	0.00E+00	9:Cycling T	H2AFV
1.140490326	0.00E+00	9:Cycling T	MCM7
1.107189665	0.00E+00	9:Cycling T	CDK1
1.094352993	0.00E+00	9:Cycling T	SMC4
1.094257031	0.00E+00	9:Cycling T	MT2A
1.086312143	0.00E+00	9:Cycling T	HLA-DRA
1.080845554	0.00E+00	9:Cycling T	GAPDH
1.06693983	0.00E+00	9:Cycling T	H2AFX
1.058577423	0.00E+00	9:Cycling T	COTL1
1.043409632	0.00E+00	9:Cycling T	CDC20
1.04172296	0.00E+00	9:Cycling T	HIST1H1B
1.028804387	0.00E+00	9:Cycling T	DUT
1.02852173	0.00E+00	9:Cycling T	PTTG1
1.022895766	0.00E+00	9:Cycling T	TPX2
1.013798195	0.00E+00	9:Cycling T	TUBB4B
1.010566716	0.00E+00	9:Cycling T	ASPM
1.002777143	0.00E+00	9:Cycling T	SLC25A5
0.999737129	0.00E+00	9:Cycling T	CKS2
0.995652645	0.00E+00	9:Cycling T	BIRC5
0.993839358	0.00E+00	9:Cycling T	KPNA2
0.985364584	0.00E+00	9:Cycling T	TK1
0.978439238	0.00E+00	9:Cycling T	CCNA2
0.972384528	0.00E+00	9:Cycling T	CCNB2
0.957857829	0.00E+00	9:Cycling T	CDT1
0.947348377	0.00E+00	9:Cycling T	ZWINT
0.944139944	0.00E+00	9:Cycling T	CENPM
0.94041892	0.00E+00	9:Cycling T	C12orf75
0.938520908	0.00E+00	9:Cycling T	CDKN3
0.934150858	0.00E+00	9:Cycling T	PCNA
0.934052847	0.00E+00	9:Cycling T	HLA-DRB1
0.930439291	0.00E+00	9:Cycling T	CKS1B
0.92539138	0.00E+00	9:Cycling T	CCNB1
0.924074718	0.00E+00	9:Cycling T	PLK1
0.919356936	0.00E+00	9:Cycling T	TUBA1C
0.907417435	0.00E+00	9:Cycling T	LMNB1
0.906813333	0.00E+00	9:Cycling T	RAN
0.894377572	0.00E+00	9:Cycling T	DHFR
0.887705806	0.00E+00	9:Cycling T	JPT1
0.886172906	0.00E+00	9:Cycling T	MCM5
0.869228026	0.00E+00	9:Cycling T	IDH2
0.859796345	0.00E+00	9:Cycling T	DEK
0.850033183	0.00E+00	9:Cycling T	ASF1B
0.832337647	0.00E+00	9:Cycling T	HIST1H1E
0.824831729	0.00E+00	9:Cycling T	KIFC1
0.824247876	0.00E+00	9:Cycling T	SMC2
0.816277441	0.00E+00	9:Cycling T	TMPO
0.815894223	0.00E+00	9:Cycling T	PFN1
0.80821556	0.00E+00	9:Cycling T	DLGAP5
0.806189564	0.00E+00	9:Cycling T	ACTB
0.804386728	0.00E+00	9:Cycling T	FEN1
0.80395857	0.00E+00	9:Cycling T	HIST1H2AI
0.801033304	0.00E+00	9:Cycling T	ANXA5
0.799455695	0.00E+00	9:Cycling T	CLSPN
0.794503999	0.00E+00	9:Cycling T	CD74
0.783965772	0.00E+00	9:Cycling T	CARHSP1
0.783516773	0.00E+00	9:Cycling T	TPI1
0.779570841	0.00E+00	9:Cycling T	RPA3
0.778620476	0.00E+00	9:Cycling T	RANBP1
0.776469358	0.00E+00	9:Cycling T	UBE2T
0.774153162	0.00E+00	9:Cycling T	LDHA
0.772863916	0.00E+00	9:Cycling T	ACTG1
0.771857409	0.00E+00	9:Cycling T	COX8A
0.771520638	0.00E+00	9:Cycling T	PPIA
0.769369202	0.00E+00	9:Cycling T	UHRF1
0.76901123	0.00E+00	9:Cycling T	TMEM106C
0.768678594	0.00E+00	9:Cycling T	KIF22
0.765501752	0.00E+00	9:Cycling T	TPM4
0.761756407	0.00E+00	9:Cycling T	GINS2
0.756255942	0.00E+00	9:Cycling T	CENPE
0.749642498	0.00E+00	9:Cycling T	CFL1
0.747777469	0.00E+00	9:Cycling T	ANP32E
0.737024798	0.00E+00	9:Cycling T	HIST1H1D
0.732236509	0.00E+00	9:Cycling T	MAD2L1
0.72986041	0.00E+00	9:Cycling T	CALM3
0.726552569	0.00E+00	9:Cycling T	H2AFY
0.726050788	0.00E+00	9:Cycling T	PKMYT1
0.726036054	0.00E+00	9:Cycling T	CDCA8
0.722265181	0.00E+00	9:Cycling T	CDCA7
0.716481676	0.00E+00	9:Cycling T	ANP32B
0.714952622	0.00E+00	9:Cycling T	DDX39A
0.712322748	0.00E+00	9:Cycling T	CENPU
0.712173967	0.00E+00	9:Cycling T	GTSE1
0.711624545	0.00E+00	9:Cycling T	CENPW
0.703408494	0.00E+00	9:Cycling T	ATP5MC3
0.702915079	0.00E+00	9:Cycling T	CHCHD2
0.702782896	0.00E+00	9:Cycling T	HMMR
0.702684331	0.00E+00	9:Cycling T	NUDT1
0.700534699	0.00E+00	9:Cycling T	LINC02446
0.699840388	0.00E+00	9:Cycling T	NASP
0.698520964	0.00E+00	9:Cycling T	AURKB
0.697057465	0.00E+00	9:Cycling T	NUCKS1
0.694498254	0.00E+00	9:Cycling T	COX5A
0.694285339	0.00E+00	9:Cycling T	PSME2
0.686906046	0.00E+00	9:Cycling T	SLBP
0.683677793	0.00E+00	9:Cycling T	CENPA
0.681457375	0.00E+00	9:Cycling T	LSM4
0.680258816	0.00E+00	9:Cycling T	CD38
0.677311384	0.00E+00	9:Cycling T	MCM3
0.676005676	0.00E+00	9:Cycling T	PHF19
0.673520218	0.00E+00	9:Cycling T	HIST1H3B
0.670674548	0.00E+00	9:Cycling T	SNRPB
0.668702773	0.00E+00	9:Cycling T	HIST1H2AJ
0.666160204	0.00E+00	9:Cycling T	EZH2
0.664903007	0.00E+00	9:Cycling T	ARPC2
0.664600676	0.00E+00	9:Cycling T	DTYMK
0.661413651	0.00E+00	9:Cycling T	HMGB3
0.660281907	0.00E+00	9:Cycling T	YBX1
0.659815842	0.00E+00	9:Cycling T	TXN
0.659637332	0.00E+00	9:Cycling T	RRM1
0.656214789	0.00E+00	9:Cycling T	MCM2
0.6523415	0.00E+00	9:Cycling T	PKM
0.650258652	0.00E+00	9:Cycling T	HLA-DPA1
0.649816371	0.00E+00	9:Cycling T	SNRPD1
0.647089061	0.00E+00	9:Cycling T	HMGA1
0.645201847	0.00E+00	9:Cycling T	CDC25B
0.639413272	0.00E+00	9:Cycling T	PRDX3
0.639030414	0.00E+00	9:Cycling T	ARPC5
0.635830954	0.00E+00	9:Cycling T	HNRNPA2B1
0.634326512	0.00E+00	9:Cycling T	SNRPG
0.631803104	0.00E+00	9:Cycling T	ENO1
0.627753581	0.00E+00	9:Cycling T	NDC80
0.624846839	0	9:Cycling T	UBE2S
0.618459962	0	9:Cycling T	KIF20B
0.61727893	0	9:Cycling T	PGAM1
0.617274684	0	9:Cycling T	DNAJC9
0.614341455	0	9:Cycling T	RAD21
0.614102068	0	9:Cycling T	PSMB8
0.612839645	0	9:Cycling T	WDR34
0.610383762	0	9:Cycling T	SRSF3
0.609890586	0	9:Cycling T	KNL1
0.609299904	0	9:Cycling T	HNRNPAB
0.607242827	0	9:Cycling T	NCAPH
0.605999748	0	9:Cycling T	MT1E
0.605193237	0	9:Cycling T	GMNN
0.605091677	0	9:Cycling T	CBX3
0.60112403	0	9:Cycling T	SKA2
0.600847304	0	9:Cycling T	TROAP
0.597427009	0	9:Cycling T	TALDO1
0.594522059	0	9:Cycling T	PSMB9
0.59391755	0	9:Cycling T	PSMA4
0.593344185	0	9:Cycling T	ANAPC11
0.592237823	0	9:Cycling T	NME2
0.591331072	0	9:Cycling T	CDCA2
0.590192611	0	9:Cycling T	CENPK
0.589367759	0	9:Cycling T	CENPN
0.589112211	0	9:Cycling T	ATAD2
0.583773147	0	9:Cycling T	GNG5
0.582613114	0	9:Cycling T	CDCA5
0.579225304	0	9:Cycling T	PSMB2
0.57652336	0	9:Cycling T	DNMT1
0.573625193	0	9:Cycling T	HSPD1
0.573442965	0	9:Cycling T	TFDP1
0.570559267	0	9:Cycling T	CDCA3
0.567632057	0	9:Cycling T	CDK2AP2
0.566495414	0	9:Cycling T	RACGAP1
0.566426807	0	9:Cycling T	TMSB10
0.566210735	0	9:Cycling T	DBI
0.566024535	0	9:Cycling T	HIST1H1C
0.565594026	0	9:Cycling T	PTMA
0.564400266	0	9:Cycling T	CEP55
0.562646807	0	9:Cycling T	SIVA1
0.556931894	0	9:Cycling T	NCAPG
0.556057497	0	9:Cycling T	CNN2
0.55325438	0	9:Cycling T	ARPC1B
0.552637406	0	9:Cycling T	BANF1
0.551872114	0	9:Cycling T	SUB1
0.55093491	0	9:Cycling T	PPP1CA
0.548185694	0	9:Cycling T	PSMB3
0.545666352	0	9:Cycling T	GSTP1
0.545416749	0	9:Cycling T	MCM4
0.543957237	0	9:Cycling T	NUF2
0.541695957	0	9:Cycling T	USP1
0.540076267	0	9:Cycling T	CKAP2L
0.539283063	0	9:Cycling T	MRPL51
0.538764546	0	9:Cycling T	CORO1A
0.538687378	0	9:Cycling T	MCM6
0.536671196	0	9:Cycling T	COX6A1
0.536213314	0	9:Cycling T	MIR4435-2HG
0.534773809	0	9:Cycling T	LSM5
0.534738424	0	9:Cycling T	TCF19
0.534304383	0	9:Cycling T	HIST1H2AG
0.532393894	0	9:Cycling T	POMP
0.530901173	0	9:Cycling T	BUB1
0.528685547	0	9:Cycling T	SNRNP25
0.527533444	0	9:Cycling T	RNASEH2A
0.526902587	0	9:Cycling T	KIF23
0.526764218	0	9:Cycling T	TESC
0.526655271	0	9:Cycling T	YWHAQ
0.524418855	0	9:Cycling T	HLA-DPB1
0.523584429	0	9:Cycling T	HELLS
0.523116578	0	9:Cycling T	ACOT7
0.522889628	0	9:Cycling T	NAP1L1
0.522044347	0	9:Cycling T	SGO2
0.519486215	0	9:Cycling T	WDR1
0.517089802	0	9:Cycling T	FANCI
0.514633955	0	9:Cycling T	KIF2C
0.513203768	0	9:Cycling T	RALY
0.511434065	0	9:Cycling T	PSMC3
0.511268118	0	9:Cycling T	AURKA
0.507060061	0	9:Cycling T	SAE1
0.505593072	0	9:Cycling T	MYL6
0.503782201	0	9:Cycling T	AP2S1
0.503688966	0	9:Cycling T	GBP1
0.501845598	0	9:Cycling T	FDPS
0.500698565	0	9:Cycling T	ILF2
0.499565861	0	9:Cycling T	CCDC167
0.499399229	0	9:Cycling T	HNRNPF
0.498381059	0	9:Cycling T	CENPX
0.497442558	0	9:Cycling T	ERH
0.496523088	0	9:Cycling T	HIST1H2AM
0.49518048	0	9:Cycling T	SMC1A
0.494057185	0	9:Cycling T	ATP5MF
0.493113221	0	9:Cycling T	HJURP
0.491883866	0	9:Cycling T	YWHAE
0.491388637	0	9:Cycling T	TXNDC17
0.490221685	0	9:Cycling T	MTHFD2
0.489112042	0	9:Cycling T	LSM3
0.486731953	0	9:Cycling T	HNRNPA3
0.485687336	0	9:Cycling T	PSMA6
0.483887542	0	9:Cycling T	SGO1
0.481907577	0	9:Cycling T	CLTA
0.480744584	0	9:Cycling T	FBXO5
0.47998544	0	9:Cycling T	SPC25
0.479844287	0	9:Cycling T	NDUFA6
0.478172139	0	9:Cycling T	ATP5F1B
0.478031093	0	9:Cycling T	NUDT21
0.477782697	0	9:Cycling T	CACYBP
0.477455035	0	9:Cycling T	MZT1
0.477379945	0	9:Cycling T	RFC4
0.477016588	0	9:Cycling T	SNRPA
0.471534277	0	9:Cycling T	DCTN3
0.470538947	0	9:Cycling T	PSMA2
0.46765833	0	9:Cycling T	NCAPD2
0.467482846	0	9:Cycling T	SLC25A3
0.465660929	0	9:Cycling T	NDUFA2
0.465199402	0	9:Cycling T	YWHAH
0.464789617	0	9:Cycling T	PSMB6
0.463485114	0	9:Cycling T	HIST1H3C
0.463475178	0	9:Cycling T	MXD3
0.463473731	0	9:Cycling T	PDIA6
0.463096446	0	9:Cycling T	LIG1
0.458954598	0	9:Cycling T	CDC45
0.457812157	0	9:Cycling T	PSMD8
0.456894807	0	9:Cycling T	PSMA7
0.456820428	0	9:Cycling T	SNRPF
0.456559944	0	9:Cycling T	RBBP8
0.454047418	0	9:Cycling T	HPRT1
0.453855502	0	9:Cycling T	IFI16
0.453105489	0	9:Cycling T	CCT5
0.453003582	0	9:Cycling T	UQCRQ
0.452081692	0	9:Cycling T	NDUFB3
0.45189462	0	9:Cycling T	VDAC3
0.448373856	0	9:Cycling T	PSMA5
0.447001312	0	9:Cycling T	PARK7
0.445989351	0	9:Cycling T	COX6C
0.444937964	0	9:Cycling T	HSPB11
0.444410576	0	9:Cycling T	H3F3A
0.442697393	0	9:Cycling T	ACAT2
0.441184747	0	9:Cycling T	SUMO2
0.441058016	0	9:Cycling T	HLA-DRB5
0.440594268	0	9:Cycling T	ATP5F1C
0.438946261	0	9:Cycling T	VDAC1
0.437993805	0	9:Cycling T	PRC1
0.437695231	0	9:Cycling T	SSRP1
0.437683787	0	9:Cycling T	HMGN1
0.436797956	0	9:Cycling T	GGH
0.435166135	0	9:Cycling T	FKBP1A
0.433988223	0	9:Cycling T	CBX5
0.431652009	0	9:Cycling T	KIF15
0.431544543	0	9:Cycling T	RNASEH2C
0.430160481	0	9:Cycling T	PSMB10
0.428029012	0	9:Cycling T	SHMT2
0.427968768	0	9:Cycling T	E2F1
0.427943667	0	9:Cycling T	HNRNPR
0.427843106	0	9:Cycling T	KIF14
0.427744714	0	9:Cycling T	RAD51AP1
0.426746236	0	9:Cycling T	TUBG1
0.425503723	0	9:Cycling T	NME1
0.42405753	0	9:Cycling T	PPP4C
0.423710373	0	9:Cycling T	TACC3
0.423671482	0	9:Cycling T	CYC1
0.423599033	0	9:Cycling T	SH3BGRL3
0.422642077	0	9:Cycling T	BCL2L12
0.422108832	0	9:Cycling T	SNRPE
0.421334468	0	9:Cycling T	SNRPC
0.419786686	0	9:Cycling T	MTHFD1
0.418680057	0	9:Cycling T	UBE2L3
0.417447428	0	9:Cycling T	SMC3
0.417023925	0	9:Cycling T	DTL
0.416222435	0	9:Cycling T	FAM111A
0.413477539	0	9:Cycling T	CDK4
0.413303485	0	9:Cycling T	SAC3D1
0.412793654	0	9:Cycling T	PAICS
0.41240616	0	9:Cycling T	DUSP4
0.411285372	0	9:Cycling T	LSM2
0.41011528	0	9:Cycling T	ARPC3
0.40988906	0	9:Cycling T	COX7B
0.409704499	0	9:Cycling T	DEPDC1B
0.409394643	0	9:Cycling T	SNRPD3
0.409311578	0	9:Cycling T	CKAP2
0.405834973	0	9:Cycling T	NCAPG2
0.405181812	0	9:Cycling T	FAM96A
0.405026289	0	9:Cycling T	HINT2
0.404583719	0	9:Cycling T	CCT6A
0.403767069	0	9:Cycling T	PSMA3
0.403250631	0	9:Cycling T	BRCA1
0.402516507	0	9:Cycling T	GGCT
0.401500843	0	9:Cycling T	CEBPD
0.401479412	0	9:Cycling T	PSMA1
0.401242282	0	9:Cycling T	RBX1
0.400692601	0	9:Cycling T	NDUFS6
0.400298922	0	9:Cycling T	HNRNPD
0.398381192	0	9:Cycling T	UBE2A
0.397835617	0	9:Cycling T	ARHGDIB
0.397441038	0	9:Cycling T	RNASEH2B
0.396945453	0	9:Cycling T	DCTPP1
0.39612773	0	9:Cycling T	NAA38
0.394924704	0	9:Cycling T	NSD2
0.394261776	0	9:Cycling T	PPM1G
0.393583715	0	9:Cycling T	ORC6
0.39185945	0	9:Cycling T	NONO
0.391377486	0	9:Cycling T	NDUFB6
0.391023926	0	9:Cycling T	C19orf48
0.389282571	0	9:Cycling T	HADH
0.388551945	0	9:Cycling T	FOXM1
0.387446202	0	9:Cycling T	RBBP7
0.386505571	0	9:Cycling T	LRR1
0.385814145	0	9:Cycling T	EBP
0.385586184	0	9:Cycling T	CENPH
0.385538302	0	9:Cycling T	GTF3C6
0.385191479	0	9:Cycling T	NABP2
0.380705802	0	9:Cycling T	MAD2L2
0.379090753	0	9:Cycling T	MYBL2
0.378909936	0	9:Cycling T	FAM111B
0.378408832	0	9:Cycling T	RHOA
0.378348738	0	9:Cycling T	MND1
0.377566917	0	9:Cycling T	ANAPC15
0.375779466	0	9:Cycling T	SPAG5
0.374648302	0	9:Cycling T	CDC6
0.371178058	0	9:Cycling T	MRPL37
0.36872378	0	9:Cycling T	KIF11
0.36852342	0	9:Cycling T	ESCO2
0.368328776	0	9:Cycling T	UQCC2
0.366487577	0	9:Cycling T	CHAF1A
0.366065559	0	9:Cycling T	CHEK1
0.365421407	0	9:Cycling T	PAQR4
0.365338591	0	9:Cycling T	CCDC34
0.365295478	0	9:Cycling T	MIS18BP1
0.364163326	0	9:Cycling T	ZDHHC12
0.363875613	0	9:Cycling T	DAZAP1
0.363331816	0	9:Cycling T	HIRIP3
0.36303351	0	9:Cycling T	STOML2
0.362824747	0	9:Cycling T	C11orf98
0.361593372	0	9:Cycling T	UQCRC1
0.361430589	0	9:Cycling T	TIMELESS
0.360754314	0	9:Cycling T	IFNG
0.360491457	0	9:Cycling T	HIST1H2AH
0.35692004	0	9:Cycling T	CMC2
0.356833182	0	9:Cycling T	MELK
0.355765857	0	9:Cycling T	COPS3
0.355650253	0	9:Cycling T	SHCBP1
0.354780959	0	9:Cycling T	YEATS4
0.353901538	0	9:Cycling T	KNSTRN
0.351731228	0	9:Cycling T	FIBP
0.351492577	0	9:Cycling T	RBM17
0.351094358	0	9:Cycling T	RMI2
0.349456831	0	9:Cycling T	DLEU2
0.349324117	0	9:Cycling T	SMS
0.347724622	0	9:Cycling T	CDCA4
0.347435288	0	9:Cycling T	CIP2A
0.346708414	0	9:Cycling T	RFC2
0.346586851	0	9:Cycling T	BUD31
0.343699898	0	9:Cycling T	MRPL27
0.343214835	0	9:Cycling T	PPIF
0.342413301	0	9:Cycling T	DECR1
0.342029324	0	9:Cycling T	BLOC1S1
0.341769678	0	9:Cycling T	BRCA2
0.340751057	0	9:Cycling T	MIR155HG
0.338872043	0	9:Cycling T	CKAP5
0.338491897	0	9:Cycling T	PHGDH
0.338306015	0	9:Cycling T	IFI27L1
0.336519639	0	9:Cycling T	HLA-DQA1
0.336162268	0	9:Cycling T	BARD1
0.335869478	0	9:Cycling T	CDKN2A
0.335091132	0	9:Cycling T	EXOSC8
0.333096956	0	9:Cycling T	HDGF
0.332819523	0	9:Cycling T	TMEM167A
0.332093023	0	9:Cycling T	ATAD5
0.332061317	0	9:Cycling T	ACAA2
0.330991584	0	9:Cycling T	TEX30
0.330574945	0	9:Cycling T	DEPDC1
0.329954457	0	9:Cycling T	MCM10
0.329684794	0	9:Cycling T	KIF4A
0.32942465	0	9:Cycling T	DBF4
0.328528093	0	9:Cycling T	CCNF
0.327936731	0	9:Cycling T	UFD1
0.32771136	0	9:Cycling T	GSTO1
0.326345406	0	9:Cycling T	HAUS4
0.324718958	0	9:Cycling T	TPGS2
0.324560342	0	9:Cycling T	TIMM10
0.324162257	0	9:Cycling T	ARHGAP11A
0.322054138	0	9:Cycling T	MRPL11
0.321093874	0	9:Cycling T	BATF
0.320661257	0	9:Cycling T	HIST1H2BH
0.318069742	0	9:Cycling T	HLA-DQB1
0.318019162	0	9:Cycling T	TOPBP1
0.315556779	0	9:Cycling T	AHCY
0.315409748	0	9:Cycling T	PSMD14
0.314772201	0	9:Cycling T	RPL39L
0.312948799	0	9:Cycling T	MTCH2
0.312028701	0	9:Cycling T	NCAPD3
0.311079708	0	9:Cycling T	NEIL3
0.310722974	0	9:Cycling T	MRPL28
0.310475408	0	9:Cycling T	INCENP
0.309948402	0	9:Cycling T	GLRX3
0.309277879	0	9:Cycling T	NRM
0.308613113	0	9:Cycling T	MYL6B
0.308409141	0	9:Cycling T	ADA
0.308212357	0	9:Cycling T	RRP7A
0.308064155	0	9:Cycling T	PRR11
0.307641319	0	9:Cycling T	LRRC59
0.305600759	0	9:Cycling T	WDR76
0.30429364	0	9:Cycling T	ARPC4
0.304164337	0	9:Cycling T	SNRNP40
0.304062916	0	9:Cycling T	TIMM8B
0.302214719	0	9:Cycling T	ANLN
0.302082865	0	9:Cycling T	ITGB1BP1
0.302035076	0	9:Cycling T	SARNP
0.301275893	0	9:Cycling T	DSN1
0.301273256	0	9:Cycling T	VRK1
0.300856914	0	9:Cycling T	COMMD4
0.298931524	0	9:Cycling T	SPC24
0.29870302	0	9:Cycling T	MRPS15
0.298294232	0	9:Cycling T	PHF5A
0.296416977	0	9:Cycling T	POC1A
0.2959671	0	9:Cycling T	MRPS12
0.294924422	0	9:Cycling T	SKA3
0.291994869	0	9:Cycling T	SUCLG1
0.29037461	0	9:Cycling T	MRPL13
0.289900165	0	9:Cycling T	GALM
0.289287077	0	9:Cycling T	SPDL1
0.288582005	0	9:Cycling T	CDKN2C
0.288271963	0	9:Cycling T	KXD1
0.287748374	0	9:Cycling T	ECT2
0.28663715	0	9:Cycling T	PBK
0.286417351	0	9:Cycling T	DCPS
0.285882197	0	9:Cycling T	HLA-DMA
0.285623497	0	9:Cycling T	OIP5
0.285325863	0	9:Cycling T	SNRPA1
0.285201765	0	9:Cycling T	CDK2
0.284805971	0	9:Cycling T	E2F8
0.284645521	0	9:Cycling T	FKBP3
0.283585444	0	9:Cycling T	HSBP1
0.282888237	0	9:Cycling T	HIST2H2AC
0.282465199	0	9:Cycling T	MPDU1
0.282090752	0	9:Cycling T	ALYREF
0.281743874	0	9:Cycling T	WARS
0.281575345	0	9:Cycling T	TEDC1
0.281220078	0	9:Cycling T	BAZ1B
0.280919513	0	9:Cycling T	FAM83D
0.280613903	0	9:Cycling T	MTFR2
0.280278871	0	9:Cycling T	HSD17B10
0.279838584	0	9:Cycling T	HAUS1
0.279794155	0	9:Cycling T	GLRX5
0.279499863	0	9:Cycling T	POP7
0.279000097	0	9:Cycling T	HAVCR2
0.277941313	0	9:Cycling T	HAT1
0.277648893	0	9:Cycling T	NDUFS3
0.276892877	0	9:Cycling T	MYCBP
0.276828958	0	9:Cycling T	ATP1B3
0.276810074	0	9:Cycling T	RFC5
0.276795865	0	9:Cycling T	POLD3
0.276757894	0	9:Cycling T	SKA1
0.275853661	0	9:Cycling T	PXMP2
0.275695731	0	9:Cycling T	RPL26L1
0.274923788	0	9:Cycling T	RUVBL2
0.274573653	0	9:Cycling T	SLC43A3
0.27403423	0	9:Cycling T	DIAPH3
0.273561208	0	9:Cycling T	LMNB2
0.273500937	0	9:Cycling T	EFHD2
0.273327419	0	9:Cycling T	CYB5B
0.271114924	0	9:Cycling T	AP1M1
0.270802011	0	9:Cycling T	ENTPD1
0.269362086	0	9:Cycling T	SUPT16H
0.269311101	0	9:Cycling T	VBP1
0.269212084	0	9:Cycling T	DSCC1
0.268954241	0	9:Cycling T	NCAPH2
0.268775487	0	9:Cycling T	TRIP13
0.268550564	0	9:Cycling T	MRPS16
0.268373476	0	9:Cycling T	BOLA3
0.267996008	0	9:Cycling T	WDHD1
0.267570326	0	9:Cycling T	MRPS11
0.26704758	0	9:Cycling T	PMVK
0.265527485	0	9:Cycling T	SMARCB1
0.265486296	0	9:Cycling T	SNF8
0.265454435	0	9:Cycling T	PSMD1
0.26390466	0	9:Cycling T	LAMTOR2
0.263556488	0	9:Cycling T	PPIH
0.262760852	0	9:Cycling T	POLR3K
0.262687842	0	9:Cycling T	CCNE2
0.262583278	0	9:Cycling T	LAGE3
0.260866483	0	9:Cycling T	SLC27A2
0.259583022	0	9:Cycling T	ITGB3BP
0.258681741	0	9:Cycling T	ACYP1
0.257741836	0	9:Cycling T	TTF2
0.257424041	0	9:Cycling T	TPRKB
0.256879194	0	9:Cycling T	NUP37
0.256108026	0	9:Cycling T	SUZ12
0.256004889	0	9:Cycling T	CCDC18
0.255506433	0	9:Cycling T	PARPBP
0.255031288	0	9:Cycling T	DPM2
0.254782525	0	9:Cycling T	MRPL22
0.254276504	0	9:Cycling T	GUSB
0.254058667	0	9:Cycling T	CISD2
0.25274961	0	9:Cycling T	PLSCR1
0.252424784	0	9:Cycling T	POLD2
0.251746725	0	9:Cycling T	CDCA7L
0.250659709	0	9:Cycling T	ZNF367
0.250487029	0	9:Cycling T	TIMM13
0.250456304	0	9:Cycling T	PLGRKT
0.250439232	0	9:Cycling T	CTNNAL1
0.272612554	8.85E-304	9:Cycling T	MRPL18
0.288936839	2.48E-303	9:Cycling T	IMPDH2
0.390005041	3.55E-303	9:Cycling T	ZNF683
0.399769264	1.05E-302	9:Cycling T	UQCRH
0.396999713	2.17E-302	9:Cycling T	ATP5PF
0.423033213	4.40E-302	9:Cycling T	SET
0.350047167	1.50E-299	9:Cycling T	ADRM1
0.350876321	3.65E-299	9:Cycling T	MRPL52
0.398730568	4.39E-299	9:Cycling T	SEM1
0.269831765	4.87E-299	9:Cycling T	APOBEC3C
0.344333552	3.03E-298	9:Cycling T	EIF2S2
0.285516429	4.01E-298	9:Cycling T	SUMO3
0.284676637	5.04E-297	9:Cycling T	GBP4
0.371833339	1.45E-296	9:Cycling T	UQCRFS1
0.380571947	3.47E-296	9:Cycling T	NDUFAB1
0.696940259	1.63E-295	9:Cycling T	CCL3
0.362044759	2.78E-292	9:Cycling T	RAB5IF
0.315925997	5.06E-291	9:Cycling T	EIF4A3
0.259657903	4.56E-290	9:Cycling T	CDC123
0.34665951	2.09E-289	9:Cycling T	FDFT1
0.34180919	4.91E-289	9:Cycling T	SSNA1
0.345179547	6.13E-289	9:Cycling T	RAC2
0.267531122	9.36E-289	9:Cycling T	MANF
0.282594296	3.74E-288	9:Cycling T	STIP1
0.310057027	3.82E-288	9:Cycling T	ATP5MG
0.465857098	4.33E-287	9:Cycling T	CRIP1
0.291534718	2.30E-286	9:Cycling T	SLIRP
0.344751283	5.47E-286	9:Cycling T	PDCD5
0.365835597	4.51E-284	9:Cycling T	SDF2L1
0.373016417	8.60E-284	9:Cycling T	RTRAF
0.250671884	4.35E-283	9:Cycling T	PSMB7
0.30240251	6.53E-283	9:Cycling T	ETFB
0.408571042	1.08E-282	9:Cycling T	FLNA
0.400541605	1.31E-281	9:Cycling T	ACTR3
0.310501944	2.16E-280	9:Cycling T	HNRNPA1
0.330281881	1.06E-279	9:Cycling T	TCP1
0.704988284	9.64E-279	9:Cycling T	GZMA
0.400170028	3.56E-278	9:Cycling T	NDUFV2
0.36286914	3.84E-276	9:Cycling T	NDUFA12
0.268484404	1.78E-274	9:Cycling T	AKR1B1
0.36460713	5.01E-273	9:Cycling T	UBE2N
0.263430362	5.96E-273	9:Cycling T	PRKDC
0.277971958	3.46E-272	9:Cycling T	NUDT5
0.344073631	8.94E-272	9:Cycling T	ELOC
0.346527482	2.92E-271	9:Cycling T	CYTOR
0.381098102	4.34E-271	9:Cycling T	CAP1
0.356482501	6.21E-271	9:Cycling T	LBR
